postulationDate,studyCenter,careerField,careerStatus,careerDegree,studiesNumber
2022-04-06,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-03-30,Bsg Institute,Ing. Industrial,Graduado,Posgrado,7
2022-03-30,Nextech,Computacion / Informatica,Graduado,Posgrado,25
2022-03-30,Universidad De Lima,Ing. Industrial,Graduado,Universitario,1
2022-03-30,Universidad Nacional Del Callao,Bachiller,Graduado,Universitario,1
2022-03-30,Pontificia Universidad Catolica Del Peru,Tecnologias De La Informacion,Graduado,Otro,4
2022-03-30,Universidad San Ignacio De Loyola,Ing. Informatica,Graduado,Universitario,2
2022-03-30,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Otro,1
2022-03-30,Universidad Nacional Federico Villarreal,Contabilidad / Auditoria,En Curso,Posgrado,2
2022-03-30,Instituto Cibertec,Analisis De Sistemas,Graduado,Otro,1
2022-03-30,Universidad Ricardo Palma,Adm. De Empresas,Graduado,Posgrado,2
2022-04-05,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,2
2022-03-30,Universidad Tecnologica Del Peru,Ing. Industrial,En Curso,Posgrado,10
2022-03-30,Ifb Certus,Finanzas,En Curso,Terciario/Tecnico,1
2022-03-30,Agile Wise,Fisioterapia,En Curso,Otro,8
2022-04-04,Universidad De San Martin De Porres,Contabilidad / Auditoria,Graduado,Posgrado,5
2022-04-04,Project Management Institute,Otra,Graduado,Otro,7
2022-04-04,Universidad Senor De Sipan,Adm. De Empresas,Graduado,Posgrado,2
2022-04-04,Universidad Nacional De La Amazonia Peruana,Ing. Informatica,Graduado,Otro,3
2022-04-02,Universidad Catolica Santo Toribio De Mogrovejo,Adm. De Empresas,Graduado,Universitario,2
2022-04-02,Pm Certifica,Tecnologias De La Informacion,Graduado,Otro,4
2022-04-07,Fundacion San Marcos,Procesos / Calidad Total,Graduado,Otro,14
2022-04-10,New Horizons,Adm. De Empresas,Graduado,Otro,7
2022-03-28,Otro,Ing. En Sistemas,Graduado,Posgrado,5
2022-01-07,Universitat Autonoma De Barcelona,Computacion / Informatica,Graduado,Master,3
2022-01-07,Instituto De Formacion Bancaria Ifb,Ing. Informatica,En Curso,Universitario,3
2022-01-07,Pontificia Universidad Catolica Del Peru,Economia,En Curso,Universitario,2
2022-01-07,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Posgrado,1
2022-01-07,Centro De Estudios Cgi - Gestion E Innovacion,Procesos / Calidad Total,Graduado,Otro,6
2022-01-07,Utp,Ing. En Sistemas,En Curso,Universitario,2
2022-01-07,Universidad Del Pacifico,Ing. Industrial,Graduado,Posgrado,3
2022-01-07,6Sigmastudy,Tecnologias De La Informacion,Graduado,Posgrado,12
2022-01-06,Universidad Del Pacifico,Ing. - Otros,Graduado,Posgrado,3
2022-01-06,Tismart,Ing. Informatica,Graduado,Otro,8
2022-03-28,Universidad Nacional Tecnologica De Lima Sur,Ing. En Sistemas,Graduado,Universitario,1
2022-01-06,Cibertec,Ing. En Sistemas,En Curso,Posgrado,5
2022-01-06,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Posgrado,7
2022-01-06,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Posgrado,7
2022-01-06,Universidad Esan,Ing. Informatica,Graduado,Posgrado,2
2022-01-06,Istp Modern Systems,Analisis De Sistemas,Graduado,Otro,1
2022-01-06,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2022-01-05,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-01-05,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,2
2022-01-05,Utp,Tecnologias De La Informacion,En Curso,Universitario,4
2022-03-28,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,2
2022-01-05,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,2
2022-01-05,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,2
2022-01-05,Jb Enterprise Group,Tecnologias De La Informacion,Graduado,Otro,5
2022-01-05,Universidad De Lima,Ing. En Sistemas,Graduado,Universitario,1
2022-01-05,Esan,Ing. En Sistemas,Graduado,Otro,3
2022-01-05,Universidad Tecnologica Del Peru Utp,Adm. De Empresas,Graduado,Posgrado,7
2022-01-05,Bsg Institute,Ing. Industrial,En Curso,Posgrado,7
2022-01-05,Utp,Adm. De Empresas,Graduado,Master,7
2022-01-05,Universidad Norbert Wiener,Ing. En Sistemas,Graduado,Universitario,2
2022-01-05,Scrum Alliance,Procesos / Calidad Total,Graduado,Otro,12
2022-03-27,Universidad Peruana De Ciencias Aplicadas,Adm. De Empresas,Graduado,Universitario,1
2022-01-05,New Horizon,Ing. Industrial,Graduado,Otro,3
2022-01-05,Uni,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,6
2022-01-05,Universidad Privada Del Norte,Ing. Informatica,Graduado,Universitario,1
2022-01-05,Universidad Femenina Del Sagrado Corazon,Fisioterapia,Graduado,Universitario,1
2022-01-05,Municipalidad De Lima,Otra,Graduado,Otro,15
2022-01-05,Pontificia Universidad Catolica Del Peru,Ing. Industrial,Graduado,Posgrado,3
2022-01-05,Jb Enterprise Group,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,24
2022-01-05,Instituto Gesap,Tecnologias De La Informacion,Graduado,Posgrado,7
2022-01-05,Cibertec,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,2
2022-01-05,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Universitario,1
2022-03-24,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Posgrado,7
2022-01-05,Universidad Complutense De Madrid,Ing. En Sistemas,Graduado,Posgrado,19
2022-01-05,Unjfsc,Ing. En Sistemas,En Curso,Posgrado,2
2022-01-03,Utp,Adm. De Empresas,Graduado,Master,7
2022-01-02,Universidad Nacional San Luis Gonzaga De Ica,Abogacia / Derecho / Leyes,Graduado,Universitario,2
2021-12-27,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,3
2021-12-17,Tecsup,Otra,Graduado,Otro,7
2021-12-12,Universidad Nacional De Trujillo,Ing. En Sistemas,Graduado,Universitario,1
2021-12-10,Universidad Alas Peruanas,Ing. En Sistemas,Graduado,Universitario,1
2021-12-10,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,2
2022-03-24,Galaxy Training,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,13
2021-12-07,Cibertec,Ing. En Sistemas,En Curso,Posgrado,5
2021-12-06,Instituto Superior Tecnologico Publico Jose Pardo,Computacion / Informatica,Graduado,Terciario/Tecnico,1
2021-12-05,Unife,Educacion,Graduado,Posgrado,2
2021-12-04,Universidad Nacional De Callao,Bachiller,Graduado,Universitario,1
2021-12-04,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2021-12-03,Pontificia Universidad Catolica Del Peru,Tecnologias De La Informacion,Graduado,Otro,4
2021-12-03,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2021-12-02,Universidad Politecnica De Cataluna,Otra,Graduado,Master,2
2021-12-02,Pontificia Universidad Catolica Del Peru,Finanzas Internacionales,En Curso,Master,10
2021-12-02,Universidad De Lima,Ing. En Sistemas,Graduado,Posgrado,3
2022-03-24,Pontificia Universidad Catolica Del Peru,Tecnologias De La Informacion,Graduado,Otro,4
2021-12-01,Universidad San Ignacio De Loyola,Ing. En Sistemas,En Curso,Universitario,2
2021-12-01,Universidad Privada Antenor Orrego - Trujillo,Bachiller,Graduado,Universitario,1
2021-12-01,Universidad Esan,Ing. En Sistemas,En Curso,Master,3
2021-12-01,Universidad Peruana De Ciencias Aplicadas,Ing. Informatica,Graduado,Universitario,3
2021-12-01,Universidad Ricardo Palma,Ing. Informatica,En Curso,Universitario,1
2021-12-01,Universidad Esan,Finanzas,Graduado,Posgrado,3
2021-11-30,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,2
2021-11-30,Universidad Privada Del Norte,Ing. Informatica,Graduado,Universitario,1
2021-11-30,Upc,Tecnologias De La Informacion,Graduado,Master,4
2021-11-30,Cibertec,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,2
2022-03-22,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,2
2022-03-21,Instituto De Directivos De Empresa (Ide-Cesem),Tecnologias De La Informacion,Graduado,Otro,5
2022-04-06,Nextech,Procesos / Calidad Total,Graduado,Posgrado,3
2022-03-21,Universitat Autonoma De Barcelona,Computacion / Informatica,Graduado,Master,3
2022-03-21,Instituto Cibertec,Computacion / Informatica,En Curso,Terciario/Tecnico,1
2022-03-20,Universidad Privada San Juan Bautista,Ing. Informatica,Graduado,Universitario,2
2022-03-19,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,2
2022-03-17,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-03-17,Upc,Ing. En Sistemas,En Curso,Universitario,2
2022-03-17,Upc,Ing. En Sistemas,Graduado,Posgrado,5
2022-03-17,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,2
2022-03-17,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2022-03-17,Universidad Nacional San Luis Gonzaga - Ica,Ing. En Sistemas,Graduado,Universitario,1
2022-04-06,Universidad Privada Antenor Orrego - Trujillo,Ing. Informatica,Graduado,Posgrado,1
2022-03-17,Tecsup,Otra,Graduado,Otro,7
2022-03-16,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Universitario,1
2022-03-16,Universidad Esan,Adm. De Empresas,En Curso,Posgrado,2
2022-03-16,Instituto Cibertec,Fisioterapia,Graduado,Terciario/Tecnico,1
2022-03-16,Universidad Cesar Vallejo,Analisis De Sistemas,En Curso,Universitario,2
2022-03-16,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,8
2022-03-16,Udemy,Tecnologias De La Informacion,Graduado,Otro,9
2022-03-16,Pm Certifica,Ing. En Sistemas,Graduado,Posgrado,5
2022-03-16,Nextech,Computacion / Informatica,Graduado,Posgrado,25
2022-03-16,Universidad Peruana De Ciencias E Informatica,Ing. Informatica,Graduado,Universitario,2
2022-04-05,Instituto Tecnologico Idat,Otra,Graduado,Otro,3
2022-03-16,Instituto Gesap,Tecnologias De La Informacion,Graduado,Posgrado,7
2022-03-16,Escuela Internacional De Gerencia Eiger,Computacion / Informatica,Graduado,Terciario/Tecnico,2
2022-03-16,Pontificia Universidad Catolica Del Peru,Finanzas Internacionales,En Curso,Master,10
2022-03-16,Universidad Del Pacifico,Finanzas,Graduado,Otro,4
2022-03-16,Utp,Tecnologias De La Informacion,Graduado,Universitario,1
2022-03-16,Uni,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,6
2022-02-18,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,1
2022-02-18,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Posgrado,2
2022-02-17,Universidad Peruana Del Norte,Procesos / Calidad Total,Graduado,Posgrado,9
2022-04-04,Instituto Europeo De Postgrado,Ing. En Sistemas,En Curso,Posgrado,10
2022-02-17,Upc,Tecnologias De La Informacion,En Curso,Posgrado,3
2022-02-17,Pmc Latam,Tecnologias De La Informacion,Graduado,Otro,9
2022-02-17,Cibertec,Ing. En Sistemas,En Curso,Otro,6
2022-02-14,Instituto Cultural Peruano Norteamericano (A-09),Educacion,Graduado,Universitario,2
2022-02-13,Fundacion San Marcos,Procesos / Calidad Total,Graduado,Otro,14
2022-02-11,Universidad Nacional Del Santa,Computacion / Informatica,Graduado,Universitario,1
2022-02-04,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2022-02-01,Universidad Privada Ada A. Byron,Psicologia,Abandonado,Universitario,3
2022-01-31,Sgs Academy,Tecnologias De La Informacion,En Curso,Posgrado,3
2022-01-29,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Otro,2
2022-04-04,Camara Nacional Del Comercio,Adm. Y Gestion Publica,Graduado,Posgrado,4
2022-01-28,Universidad Nacional Federico Villarreal,Ing. Industrial,Abandonado,Universitario,2
2022-01-27,Pontificia Univerdidad Catolica Del Peru,Otra,Graduado,Master,7
2022-01-26,Universidad Catolica Santo Toribio De Mogrovejo,Ing. En Sistemas,Graduado,Universitario,1
2022-01-26,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,Graduado,Universitario,1
2022-01-26,Universidad San Ignacio Del Loyola,Ing. En Sistemas,En Curso,Universitario,3
2022-01-26,Universidad Privada Telesup,Ing. En Sistemas,En Curso,Posgrado,4
2022-01-25,Universidad San Ignacio Del Loyola,Adm. De Empresas,Graduado,Universitario,2
2022-01-25,New Horizons,Ing. En Sistemas,Graduado,Otro,3
2022-01-25,Universidad De Lima,Ing. En Sistemas,Graduado,Posgrado,3
2022-04-03,Centro De Capacitacion - Gruporppsac,Analisis De Sistemas,Graduado,Otro,28
2022-01-23,New Horizons,Computacion / Informatica,Graduado,Otro,6
2022-01-22,Universidad Nacional Pedro Ruiz Gallo - Lambayeque,Bachiller,Graduado,Universitario,1
2022-01-22,Universidad Nacional De Ingenieria,Procesos / Calidad Total,Graduado,Posgrado,11
2022-01-20,Universidad Ricardo Palma,Ing. Informatica,En Curso,Universitario,2
2022-01-20,Otro,Ing. En Sistemas,Graduado,Posgrado,5
2022-01-18,Universidad De San Martin De Porres,Ing. Informatica,Graduado,Universitario,1
2022-01-17,Universidad De Lima,Ing. Industrial,Graduado,Universitario,1
2022-01-17,Universidad Privada Cesar Vallejo - Trujillo,Ing. En Sistemas,Graduado,Universitario,1
2022-01-17,Universidad Tecnologica Del Peru,Otra,Graduado,Otro,2
2022-01-17,Univ. Gran Mariscal De Ayacucho,Adm. De Empresas,Graduado,Universitario,2
2022-03-31,Universidad Nacional Mayor De San Marcos,Ing. En Sistemas,En Curso,Master,3
2022-01-17,Gesap,Analisis De Sistemas,Graduado,Otro,9
2022-01-17,Pm Certifica,Tecnologias De La Informacion,Graduado,Otro,4
2022-01-15,Ep Neumann: Escuela De Postgrado,Ing. Informatica,En Curso,Posgrado,3
2022-01-14,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,2
2022-01-14,Universidad Ricardo Palma,Ing. Informatica,En Curso,Universitario,1
2022-01-14,Universidad Central De Venezuela,Ing. En Sistemas,Abandonado,Posgrado,2
2022-01-14,Unife,Educacion,Graduado,Posgrado,2
2022-01-13,Universidad Alejandro De Humboldt,Ing. En Sistemas,Graduado,Posgrado,2
2022-01-12,Universidad San Ignacio Del Loyola,Adm. De Empresas,Graduado,Universitario,2
2022-01-12,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,8
2022-03-29,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,3
2022-01-12,Universidad Catolica Santo Toribio De Mogrovejo,Adm. De Empresas,Graduado,Universitario,2
2022-01-12,Universidad Catolica Santo Toribio De Mogrovejo,Adm. De Empresas,Graduado,Universitario,2
2022-01-12,Cibertec,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,1
2022-01-11,Elearning &Amp; Certificaciones Itc,Tecnologias De La Informacion,Graduado,Otro,3
2022-01-11,Ld Grupo,Tecnologias De La Informacion,Graduado,Otro,6
2022-01-11,Universidad Inca Garcilaso De La Vega,Ing. Industrial,Graduado,Universitario,2
2022-01-11,Upc,Ing. En Sistemas,En Curso,Universitario,2
2022-01-10,Ilen &Amp; Mentors International Inc.,Educacion,Graduado,Posgrado,7
2022-01-10,Universidad Nacional Mayor De San Marcos,Ing. Informatica,En Curso,Master,2
2022-01-08,Ipae -Instituto Peruano De Accion Empresarial,Adm. De Empresas,Graduado,Otro,3
2022-12-06,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Universitario,1
2022-12-29,Universidad Privada Antenor Orrego - Trujillo,Arquitectura,Graduado,Universitario,1
2022-11-25,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,En Curso,Posgrado,4
2022-11-24,Universidad Ricardo Palma,Arquitectura,En Curso,Universitario,1
2022-11-22,Scrumstudy,Ing. Informatica,Graduado,Master,6
2022-11-22,Universidad Esan,Tecnologias De La Informacion,En Curso,Master,4
2022-11-21,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,3
2022-11-20,Instituto Avanza De Formacion Y Desarrollo,Tecnologias De La Informacion,Graduado,Otro,6
2022-11-17,Universidad Peruana De Ciencias Aplicadas,Telecomunicaciones,Graduado,Universitario,5
2022-11-17,International Scrum Instituted,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,3
2022-11-16,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2022-12-25,Universidad Nacional De Ingenieria,Ingeniero En Construccion,Graduado,Universitario,1
2022-12-22,Unife,Arquitectura,Graduado,Universitario,1
2022-12-22,Instituto Cibertec,Telecomunicaciones,En Curso,Otro,2
2022-12-13,Universidad Catolica Santa Maria,Arquitectura,Graduado,Universitario,1
2022-12-13,Universidad Privada Del Norte,Arquitectura,En Curso,Universitario,1
2022-12-06,Google,Tecnologias De La Informacion,En Curso,Posgrado,11
2022-12-06,Universidad Catolica Santo Toribio De Mogrovejo,Ing. En Sistemas,Graduado,Universitario,1
2022-12-01,Idat,Ing. En Sistemas,Graduado,Terciario/Tecnico,2
2022-12-29,Universidad Privada Antenor Orrego - Upao,Arquitectura,Graduado,Universitario,4
2023-04-12,Escuela De Posgrado Newman,Ing. En Sistemas,En Curso,Master,3
2023-04-11,Cibertec,Ing. En Sistemas,Graduado,Terciario/Tecnico,1
2021-11-16,Universidad De San Martin De Porres,Ing. Industrial,En Curso,Universitario,1
2021-11-16,Esan,Otra,Graduado,Posgrado,5
2021-11-16,Escuela Nacional De Control Cgr,Adm. Y Gestion Publica,En Curso,Otro,3
2021-11-16,Upc,Adm. De Empresas,Graduado,Master,2
2021-11-15,Universidad Esan,Ing. Industrial,Graduado,Universitario,1
2021-11-15,Universidad Catolica Santa Maria,Ing. Industrial,Graduado,Universitario,1
2021-11-12,Instituto De Formacion Bancaria Ifb,Ing. Informatica,En Curso,Universitario,3
2021-11-12,Coursea: Pontifica Universidad Catolica De Chile,Ing. Industrial,Graduado,Otro,4
2021-11-11,Extranjero,Otra,Graduado,Otro,2
2021-11-11,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Universitario,1
2023-04-10,Scrum Study,Ing. En Sistemas,Graduado,Otro,11
2021-11-11,Universidad Nacional De Ingenieria,Otra,Graduado,Otro,9
2021-11-10,Universidad Privada Del Norte,Abogacia / Derecho / Leyes,Graduado,Universitario,2
2021-11-10,Universidad Norbert Wiener,Ing. En Sistemas,Graduado,Universitario,2
2021-11-09,Universidad Femenina Del Sagrado Corazon - Unife,Ing. - Otros,Graduado,Universitario,2
2021-11-09,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2021-11-09,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2021-11-08,Cibertec,Ing. En Sistemas,Graduado,Otro,14
2021-11-08,Esan,Ing. En Sistemas,Graduado,Otro,3
2021-11-08,Universidad Peruana De Ciencias Aplicadas,Ing. Industrial,Graduado,Universitario,1
2021-11-08,Universidad Tecnologica Del Peru,Ing. Informatica,Graduado,Universitario,1
2023-04-09,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,1
2021-11-08,Upc,Ing. En Sistemas,En Curso,Universitario,4
2021-11-08,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2021-11-08,Escuela De Auditores Del Peru,Ing. En Sistemas,En Curso,Otro,13
2021-11-07,6Sigmastudy,Ing. - Otros,Graduado,Otro,7
2021-11-07,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Universitario,1
2021-11-07,Calidad Conceptos,Procesos / Calidad Total,En Curso,Otro,6
2021-11-07,Alison,Computacion / Informatica,Graduado,Otro,24
2021-11-07,Universidad Nacional De Ingenieria,Ing. Industrial,En Curso,Master,6
2021-11-06,Utp,Ing. Industrial,En Curso,Universitario,2
2021-11-06,Universidad Tecnologica Del Peru,Ing. En Sistemas,Graduado,Universitario,1
2023-04-09,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2021-11-06,Lean Six Sigma Institute,Ing. Industrial,Graduado,Otro,9
2021-11-06,Universidad Peruana De Ciencias Aplicadas,Ing. Industrial,Graduado,Universitario,2
2021-11-05,Universidad Privada San Juan Bautista,Ing. En Sistemas,Graduado,Universitario,1
2021-11-05,New Horizon,Ing. Industrial,Graduado,Otro,3
2021-11-05,Universidad Nacional Del Callao,Ing. - Otros,Graduado,Universitario,1
2021-11-05,Utp,Ing. En Sistemas,En Curso,Universitario,2
2021-11-05,Instituto Europeo De Posgrado,Tecnologias De La Informacion,Graduado,Otro,4
2021-11-05,Pontificia Universidad Catolica Del Peru,Ing. Industrial,En Curso,Universitario,1
2021-11-05,Universidad Nacional Mayor De San Marcos,Ing. Telecomunicaciones,Graduado,Universitario,1
2021-11-05,Universidad De Piura,Ing. Industrial,Graduado,Universitario,1
